 title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity
0.25,0.2,0.25,0.2
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.5,0.136363636364,0.0,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.333333333333,0.25,0.166666666667,0.25
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.0,0.0,0.5,0.0
0.75,-0.125,0.25,0.125
0.375,-0.0625,0.125,0.0625
0.483333333333,0.416666666667,0.0166666666667,0.416666666667
0.5,0.5,0.0,0.5
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.3,0.2,0.2,0.2
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.3,0.0,0.2,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.1,-0.1,0.4,0.1
0.666666666667,0.333333333333,0.166666666667,0.333333333333
0.4,0.1,0.1,0.1
0.8,0.4,0.3,0.4
0.3,0.1,0.2,0.1
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,-1.0,0.5,1.0
0.2,-0.1,0.3,0.1
0.0,0.0,0.5,0.0
0.1,0.0,0.4,0.0
0.54375,-0.25625,0.04375,0.25625
0.5,0.25,0.0,0.25
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.1,0.2,0.4,0.2
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.95,0.65,0.45,0.65
1.0,0.5,0.5,0.5
0.3125,0.2375,0.1875,0.2375
0.0,0.0,0.5,0.0
0.333333333333,0.25,0.166666666667,0.25
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.288888888889,0.177777777778,0.211111111111,0.177777777778
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.4,0.1,0.1,0.1
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.428571428571,0.214285714286,0.0714285714286,0.214285714286
0.9,-0.6,0.4,0.6
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.6,0.5,0.1,0.5
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.0,0.0,0.5,0.0
0.642857142857,0.214285714286,0.142857142857,0.214285714286
0.0,0.0,0.5,0.0
0.9,0.175,0.4,0.175
0.0,0.0,0.5,0.0
0.9,0.6,0.4,0.6
0.7,0.633333333333,0.2,0.633333333333
0.7,-0.4,0.2,0.4
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.0,0.0,0.5,0.0
0.5,0.136363636364,0.0,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.3,1.0,0.2,1.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.4,-0.4,0.1,0.4
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.833333333333,0.666666666667,0.333333333333,0.666666666667
0.0,0.0,0.5,0.0
0.1,-0.3,0.4,0.3
0.0,0.0,0.5,0.0
0.333333333333,0.25,0.166666666667,0.25
0.0,0.0,0.5,0.0
0.9,-0.6,0.4,0.6
1.0,0.3,0.5,0.3
1.0,0.5,0.5,0.5
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.9,-0.8,0.4,0.8
0.571428571429,0.357142857143,0.0714285714286,0.357142857143
0.5,0.5,0.0,0.5
0.507070707071,0.089898989899,0.00707070707071,0.089898989899
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,0.25,0.5,0.25
0.488095238095,0.232142857143,0.0119047619048,0.232142857143
0.0,0.0,0.5,0.0
0.383333333333,-0.35,0.116666666667,0.35
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.8,0.4,0.3,0.4
0.4,0.2,0.1,0.2
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.5,0.5,0.0,0.5
0.0,0.0,0.5,0.0
0.5,0.0625,0.0,0.0625
0.9,-0.5,0.4,0.5
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.2,-0.1,0.3,0.1
0.6,0.5,0.1,0.5
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.283333333333,0.266666666667,0.216666666667,0.266666666667
0.0,0.0,0.5,0.0
0.2,-0.15,0.3,0.15
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,0.0,0.5,0.0
0.833333333333,0.433333333333,0.333333333333,0.433333333333
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.3125,0.0,0.1875,0.0
0.0,-0.0333333333333,0.5,0.0333333333333
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.1,0.0,0.4,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.1,0.5,0.1
0.7,0.4,0.2,0.4
0.5,0.136363636364,0.0,0.136363636364
1.0,0.5,0.5,0.5
0.0,0.0,0.5,0.0
0.2,-0.15,0.3,0.15
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,0.5,0.5,0.5
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.75,-0.75,0.25,0.75
0.3,0.0,0.2,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.4,-0.3,0.1,0.3
0.4,0.1,0.1,0.1
0.55,-0.25,0.05,0.25
0.125,0.0,0.375,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.95,0.7,0.45,0.7
0.5,0.136363636364,0.0,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.166666666667,0.0,0.333333333333,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,1.0,0.5,1.0
0.75,-0.25,0.25,0.25
0.3,-0.3,0.2,0.3
0.35,-0.2,0.15,0.2
0.216666666667,-0.0833333333333,0.283333333333,0.0833333333333
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.8,-0.6,0.3,0.6
0.0,0.0,0.5,0.0
1.0,-0.125,0.5,0.125
0.0,0.0,0.5,0.0
0.5,0.136363636364,0.0,0.136363636364
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.333333333333,0.25,0.166666666667,0.25
0.475,0.375,0.025,0.375
0.0,0.1,0.5,0.1
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.75,0.8,0.25,0.8
0.7,-0.2,0.2,0.2
0.433333333333,-0.166666666667,0.0666666666667,0.166666666667
0.825,0.425,0.325,0.425
0.0,0.0,0.5,0.0
0.821428571429,0.357142857143,0.321428571429,0.357142857143
0.4,-0.4,0.1,0.4
0.0,0.0,0.5,0.0
0.2,0.1,0.3,0.1
0.0,0.0,0.5,0.0
0.8,-0.316666666667,0.3,0.316666666667
0.666666666667,-0.5,0.166666666667,0.5
0.916666666667,0.516666666667,0.416666666667,0.516666666667
0.9,0.4,0.4,0.4
0.0,0.0,0.5,0.0
0.5,-0.25,0.0,0.25
0.05,0.1,0.45,0.1
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.6,0.5,0.1,0.5
0.642857142857,0.214285714286,0.142857142857,0.214285714286
0.488095238095,0.232142857143,0.0119047619048,0.232142857143
0.0,0.0,0.5,0.0
0.333333333333,0.25,0.166666666667,0.25
0.0,0.0,0.5,0.0
0.4,0.1,0.1,0.1
0.0,0.0,0.5,0.0
0.7,0.4,0.2,0.4
0.5,0.4,0.0,0.4
0.5,0.5,0.0,0.5
0.75,0.5,0.25,0.5
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
1.0,0.5,0.5,0.5
0.666666666667,-0.7,0.166666666667,0.7
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.666666666667,0.166666666667,0.166666666667,0.166666666667
0.0,0.0,0.5,0.0
0.3,1.0,0.2,1.0
0.642857142857,0.214285714286,0.142857142857,0.214285714286
0.05,-0.075,0.45,0.075
0.75,-0.25,0.25,0.25
0.5,0.5,0.0,0.5
0.5,0.5,0.0,0.5
0.0,0.0,0.5,0.0
1.0,1.0,0.5,1.0
0.5,0.3,0.0,0.3
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.4,0.1,0.1,0.1
0.9,0.6,0.4,0.6
0.0,0.0,0.5,0.0
0.5,0.3,0.0,0.3
0.5,0.35,0.0,0.35
0.0,0.0,0.5,0.0
0.75,0.25,0.25,0.25
1.0,0.6,0.5,0.6
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.1,0.0,0.4,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.85,0.7,0.35,0.7
0.65,0.35,0.15,0.35
0.75,-0.1,0.25,0.1
0.5375,0.271590909091,0.0375,0.271590909091
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.625,-0.375,0.125,0.375
0.625,-0.375,0.125,0.375
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,-0.25,0.5,0.25
0.3,0.2,0.2,0.2
0.2,0.125,0.3,0.125
0.0666666666667,0.0166666666667,0.433333333333,0.0166666666667
0.3,1.0,0.2,1.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.4,0.0,0.1,0.0
0.1,0.2,0.4,0.2
0.1,0.2,0.4,0.2
0.375,0.0,0.125,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.2,0.2,0.3,0.2
1.0,0.65,0.5,0.65
0.0,0.0,0.5,0.0
0.666666666667,0.333333333333,0.166666666667,0.333333333333
0.0,0.0,0.5,0.0
0.225,0.2,0.275,0.2
0.166666666667,-0.166666666667,0.333333333333,0.166666666667
0.416666666667,0.193181818182,0.0833333333333,0.193181818182
0.0,0.0,0.5,0.0
0.507070707071,0.156565656566,0.00707070707071,0.156565656566
0.5,0.3,0.0,0.3
0.4,0.65,0.1,0.65
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.5,0.3,0.0,0.3
0.0,0.0,0.5,0.0
0.625,0.0,0.125,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.214285714286,-0.0714285714286,0.285714285714,0.0714285714286
0.0,0.0,0.5,0.0
1.0,0.0,0.5,0.0
0.75,0.25,0.25,0.25
0.8,0.0,0.3,0.0
0.75,-0.25,0.25,0.25
0.3,0.1,0.2,0.1
0.1,0.05,0.4,0.05
0.4,-0.4,0.1,0.4
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.3,-2.77555756156e-17,0.2,2.77555756156e-17
0.166666666667,0.0333333333333,0.333333333333,0.0333333333333
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
1.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.8,-0.5,0.3,0.5
0.283333333333,0.266666666667,0.216666666667,0.266666666667
0.5,0.136363636364,0.0,0.136363636364
0.2,0.2,0.3,0.2
0.4,0.2,0.1,0.2
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.5,0.3,0.0,0.3
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.5,0.5,0.0,0.5
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.125,0.0,0.375,0.0
0.333333333333,0.25,0.166666666667,0.25
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.45,0.05,0.05,0.05
0.707070707071,-0.0212121212121,0.207070707071,0.0212121212121
0.0,0.0,0.5,0.0
1.0,0.5,0.5,0.5
0.5,0.5,0.0,0.5
0.522222222222,0.177777777778,0.0222222222222,0.177777777778
0.0,0.0,0.5,0.0
0.666666666667,-0.7,0.166666666667,0.7
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.4,-0.4,0.1,0.4
1.0,0.9,0.5,0.9
0.0,0.0,0.5,0.0
0.0666666666667,0.0,0.433333333333,0.0
0.555555555556,-0.3,0.0555555555556,0.3
0.441666666667,0.3,0.0583333333333,0.3
0.1,0.2,0.4,0.2
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,1.0,0.5,1.0
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.136363636364,0.0,0.136363636364
0.0,0.0,0.5,0.0
0.5,-0.5,0.0,0.5
1.0,0.0,0.5,0.0
0.1,-0.1,0.4,0.1
0.5,0.3,0.0,0.3
1.0,0.5,0.5,0.5
0.4,-0.3,0.1,0.3
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.2,0.2,0.3,0.2
0.611111111111,0.0833333333333,0.111111111111,0.0833333333333
0.0,-0.05,0.5,0.05
0.0,0.0,0.5,0.0
0.5,0.7,0.0,0.7
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.1,0.3,0.4,0.3
0.0666666666667,0.0,0.433333333333,0.0
0.9,0.3,0.4,0.3
0.0,0.0,0.5,0.0
0.260606060606,0.0681818181818,0.239393939394,0.0681818181818
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.9,-0.15,0.4,0.15
0.333333333333,0.25,0.166666666667,0.25
0.0,0.0,0.5,0.0
0.35,-0.2,0.15,0.2
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.4,0.1,0.1,0.1
0.0,0.0,0.5,0.0
0.4,-0.3,0.1,0.3
0.142857142857,0.0,0.357142857143,0.0
0.5,-0.1875,0.0,0.1875
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,0.25,0.5,0.25
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.9,0.5,0.4,0.5
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.1,-0.1,0.4,0.1
0.5,0.5,0.0,0.5
0.5,0.5,0.0,0.5
0.188888888889,0.0111111111111,0.311111111111,0.0111111111111
0.4,-0.25,0.1,0.25
0.9,-0.6,0.4,0.6
0.0,0.0,0.5,0.0
0.366666666667,0.3,0.133333333333,0.3
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.495833333333,0.0,0.495833333333
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.8,0.4,0.3,0.4
1.0,-0.5,0.5,0.5
0.0,0.0,0.5,0.0
0.5,0.0,0.0,0.0
0.0,0.0,0.5,0.0
0.9,0.6,0.4,0.6
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.5,0.25,0.0,0.25
0.0,0.0,0.5,0.0
0.533333333333,-0.383333333333,0.0333333333333,0.383333333333
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.136363636364,0.0,0.136363636364
0.0,0.0,0.5,0.0
0.05,0.0,0.45,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.9,0.6,0.4,0.6
0.377272727273,0.0681818181818,0.122727272727,0.0681818181818
0.233333333333,-0.0833333333333,0.266666666667,0.0833333333333
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.5,0.136363636364,0.0,0.136363636364
0.0,0.0,0.5,0.0
0.183333333333,0.133333333333,0.316666666667,0.133333333333
0.5,-0.166666666667,0.0,0.166666666667
0.3,0.2,0.2,0.2
0.0666666666667,0.0,0.433333333333,0.0
0.75,0.675,0.25,0.675
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,0.8,0.5,0.8
0.416666666667,0.375,0.0833333333333,0.375
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.3,0.0,0.2,0.0
0.0,0.0,0.5,0.0
1.0,-0.5,0.5,0.5
0.0,0.0,0.5,0.0
0.25,0.25,0.25,0.25
1.0,-1.0,0.5,1.0
0.0,0.0,0.5,0.0
0.227272727273,0.0681818181818,0.272727272727,0.0681818181818
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.375,-0.125,0.125,0.125
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.2,0.7,0.3,0.7
0.3,0.0,0.2,0.0
0.05,0.1,0.45,0.1
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.4,0.1,0.1,0.1
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.75,0.0,0.25,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.6,-0.133333333333,0.1,0.133333333333
0.5,0.25,0.0,0.25
0.0,0.0,0.5,0.0
0.666666666667,-0.7,0.166666666667,0.7
1.0,0.0,0.5,0.0
0.5,0.136363636364,0.0,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.352308802309,0.151803751804,0.147691197691,0.151803751804
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
1.0,-0.225,0.5,0.225
0.0,0.0,0.5,0.0
0.144444444444,-0.0777777777778,0.355555555556,0.0777777777778
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.2,0.2,0.3,0.2
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.1,0.0,0.4,0.0
0.5,0.4,0.0,0.4
0.25,0.125,0.25,0.125
1.0,0.425,0.5,0.425
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.1,0.0,0.4,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
1.0,0.0,0.5,0.0
0.9,0.9,0.4,0.9
0.75,0.8,0.25,0.8
0.666666666667,0.333333333333,0.166666666667,0.333333333333
0.1,0.05,0.4,0.05
0.5,-0.25,0.0,0.25
0.125,0.0,0.375,0.0
1.0,0.6,0.5,0.6
0.666666666667,0.55,0.166666666667,0.55
0.0,0.0,0.5,0.0
0.7,-0.4,0.2,0.4
0.233333333333,0.0666666666667,0.266666666667,0.0666666666667
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.366666666667,-0.075,0.133333333333,0.075
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.0,0.0,0.5,0.0
0.333333333333,0.25,0.166666666667,0.25
0.227272727273,0.0681818181818,0.272727272727,0.0681818181818
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
0.3,0.1,0.2,0.1
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,0.25,0.5,0.25
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.4,0.0,0.1,0.0
0.3,1.0,0.2,1.0
0.318181818182,0.312121212121,0.181818181818,0.312121212121
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.3,0.2,0.2,0.2
0.367857142857,0.292857142857,0.132142857143,0.292857142857
0.75,0.4,0.25,0.4
0.9,0.6,0.4,0.6
0.0,0.0,0.5,0.0
0.42380952381,0.285714285714,0.0761904761905,0.285714285714
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.333333333333,0.25,0.166666666667,0.25
0.0,0.0,0.5,0.0
0.75,-0.2,0.25,0.2
0.642857142857,0.214285714286,0.142857142857,0.214285714286
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.0,0.0,0.5,0.0
0.95,0.2,0.45,0.2
0.283333333333,0.0,0.216666666667,0.0
0.0,0.0,0.5,0.0
0.4,0.0,0.1,0.0
0.0,0.0,0.5,0.0
1.0,-1.0,0.5,1.0
0.0,0.0,0.5,0.0
0.4,-0.05,0.1,0.05
0.0,0.0,0.5,0.0
0.375,0.0,0.125,0.0
0.5,0.5,0.0,0.5
0.9,0.6,0.4,0.6
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.2,0.1,0.3,0.1
0.0,0.0,0.5,0.0
0.2,0.1,0.3,0.1
1.0,0.75,0.5,0.75
0.4,0.0,0.1,0.0
0.5,0.5,0.0,0.5
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.454545454545,0.136363636364,0.0454545454545,0.136363636364
0.0,0.0,0.5,0.0
0.5,0.5,0.0,0.5
0.85,0.7,0.35,0.7
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.355555555556,-0.0222222222222,0.144444444444,0.0222222222222
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
1.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0333333333333,0.0166666666667,0.466666666667,0.0166666666667
0.5,0.136363636364,0.0,0.136363636364
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.375,-0.125,0.125,0.125
0.3,0.4,0.2,0.4
0.0,0.0,0.5,0.0
0.25,0.25,0.25,0.25
0.0,0.0,0.5,0.0
0.333333333333,0.25,0.166666666667,0.25
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.0
0.5,0.0,0.0,0.0
0.3,0.0,0.2,0.0
